Frequency (Hz)	Level (dB)
5161.576080	-146.527771
5161.912537	-148.743500
5162.248993	-147.657837
5162.585449	-143.986511
5162.921906	-141.139572
5163.258362	-143.242035
5163.594818	-144.012985
5163.931274	-144.615173
5164.267731	-145.341751
5164.604187	-145.681366
5164.940643	-143.740036
5165.277100	-142.070206
5165.613556	-143.645264
5165.950012	-144.016510
5166.286469	-143.202621
5166.622925	-143.176086
5166.959381	-143.931702
5167.295837	-145.549042
5167.632294	-146.847763
5167.968750	-142.383881
5168.305206	-141.733459
5168.641663	-142.288605
5168.978119	-144.288712
5169.314575	-145.842606
5169.651031	-145.633041
5169.987488	-143.839462
5170.323944	-144.067627
5170.660400	-144.721436
5170.996857	-146.576904
5171.333313	-144.031555
5171.669769	-143.978394
5172.006226	-143.589447
5172.342682	-144.578217
5172.679138	-143.898331
5173.015594	-144.038910
5173.352051	-146.546280
5173.688507	-147.045807
5174.024963	-142.933655
5174.361420	-144.669037
5174.697876	-143.644806
5175.034332	-144.652481
5175.370789	-145.251587
5175.707245	-147.270447
5176.043701	-146.785965
5176.380157	-145.710617
5176.716614	-145.550140
5177.053070	-145.455063
5177.389526	-145.594879
5177.725983	-143.042831
5178.062439	-142.224228
5178.398895	-141.120636
5178.735352	-143.723557
5179.071808	-146.431259
5179.408264	-147.550568
5179.744720	-146.337341
5180.081177	-145.309982
5180.417633	-148.715576
5180.754089	-145.682037
5181.090546	-144.386108
5181.427002	-146.923050
5181.763458	-145.451691
5182.099915	-144.020370
5182.436371	-144.369980
5182.772827	-144.697220
5183.109283	-144.279388
5183.445740	-144.951859
5183.782196	-149.836411
5184.118652	-144.018127
5184.455109	-142.996887
5184.791565	-147.871140
5185.128021	-143.288315
5185.464478	-141.775269
5185.800934	-142.664368
5186.137390	-144.760910
5186.473846	-145.367188
5186.810303	-143.840179
5187.146759	-144.263763
5187.483215	-142.490814
5187.819672	-142.557663
5188.156128	-141.980392
5188.492584	-143.147675
5188.829041	-147.711243
5189.165497	-151.656570
5189.501953	-148.345154
5189.838409	-145.023224
5190.174866	-144.067154
5190.511322	-143.511490
5190.847778	-146.686935
5191.184235	-150.875748
5191.520691	-147.012711
5191.857147	-147.696136
5192.193604	-147.155060
5192.530060	-141.628510
5192.866516	-142.413010
5193.202972	-141.913284
5193.539429	-141.421631
5193.875885	-143.756027
5194.212341	-146.542450
5194.548798	-142.741013
5194.885254	-144.602219
5195.221710	-142.593414
5195.558167	-143.439651
5195.894623	-147.443054
5196.231079	-147.344315
5196.567535	-148.163910
5196.903992	-142.558548
5197.240448	-142.025391
5197.576904	-143.135803
5197.913361	-142.244507
5198.249817	-143.574890
5198.586273	-146.701065
5198.922729	-144.012268
5199.259186	-143.612778
5199.595642	-143.801666
5199.932098	-145.037338
5200.268555	-147.515488
5200.605011	-147.977249
5200.941467	-146.076950
5201.277924	-146.946884
5201.614380	-144.114670
5201.950836	-143.949112
5202.287292	-144.413010
5202.623749	-144.489059
5202.960205	-144.403305
5203.296661	-141.803543
5203.633118	-143.695663
5203.969574	-141.935623
5204.306030	-141.676422
5204.642487	-142.456238
5204.978943	-141.285172
5205.315399	-140.903595
5205.651855	-140.850143
5205.988312	-143.670303
5206.324768	-145.249924
5206.661224	-145.772415
5206.997681	-145.743530
5207.334137	-144.401291
5207.670593	-148.013382
5208.007050	-145.126266
5208.343506	-143.242065
5208.679962	-142.853561
5209.016418	-142.837692
5209.352875	-143.046066
5209.689331	-146.787445
5210.025787	-145.320862
5210.362244	-150.312164
5210.698700	-146.082062
5211.035156	-140.955093
5211.371613	-143.138153
5211.708069	-148.668625
5212.044525	-148.948593
5212.380981	-144.708878
5212.717438	-146.815781
5213.053894	-148.592041
5213.390350	-143.131882
5213.726807	-143.057343
5214.063263	-146.716995
5214.399719	-143.489883
5214.736176	-142.650818
5215.072632	-145.601898
5215.409088	-144.704208
5215.745544	-145.579926
5216.082001	-147.250992
5216.418457	-144.029251
5216.754913	-141.013397
5217.091370	-144.523544
5217.427826	-143.979324
5217.764282	-144.221512
5218.100739	-145.435928
5218.437195	-143.982605
5218.773651	-144.266922
5219.110107	-144.346191
5219.446564	-143.668747
5219.783020	-142.415482
5220.119476	-143.790466
5220.455933	-145.507599
5220.792389	-147.931122
5221.128845	-143.860382
5221.465302	-144.574158
5221.801758	-146.558899
5222.138214	-141.974579
5222.474670	-142.639694
5222.811127	-144.348587
5223.147583	-142.150803
5223.484039	-142.852859
5223.820496	-143.036682
5224.156952	-145.406342
5224.493408	-148.511032
5224.829865	-148.533127
5225.166321	-143.748993
5225.502777	-145.304657
5225.839233	-143.803864
5226.175690	-141.288849
5226.512146	-142.056671
5226.848602	-144.050888
5227.185059	-143.412537
5227.521515	-145.891052
5227.857971	-149.656601
5228.194427	-143.668686
5228.530884	-143.798340
5228.867340	-147.800674
5229.203796	-147.830109
5229.540253	-145.019897
5229.876709	-143.126755
5230.213165	-145.698853
5230.549622	-144.462875
5230.886078	-146.098938
5231.222534	-144.152908
5231.558990	-140.647079
5231.895447	-141.528915
5232.231903	-143.776550
5232.568359	-144.806885
5232.904816	-145.765839
5233.241272	-145.169861
5233.577728	-143.681122
5233.914185	-144.080872
5234.250641	-142.522446
5234.587097	-144.201462
5234.923553	-143.553696
5235.260010	-143.684052
5235.596466	-146.008057
5235.932922	-149.014709
5236.269379	-144.946686
5236.605835	-144.925064
5236.942291	-145.055862
5237.278748	-142.793167
5237.615204	-142.773499
5237.951660	-152.777283
5238.288116	-146.858887
5238.624573	-147.465393
5238.961029	-145.563766
5239.297485	-144.968643
5239.633942	-145.877411
5239.970398	-143.056717
5240.306854	-143.272644
5240.643311	-142.434296
5240.979767	-142.445618
5241.316223	-146.630707
5241.652679	-146.316528
5241.989136	-145.096786
5242.325592	-146.061798
5242.662048	-144.411774
5242.998505	-144.061249
5243.334961	-141.898010
5243.671417	-140.903915
5244.007874	-143.151886
5244.344330	-143.204605
5244.680786	-142.568268
5245.017242	-145.813995
5245.353699	-146.895660
5245.690155	-145.591797
5246.026611	-146.802765
5246.363068	-143.205307
5246.699524	-142.822327
5247.035980	-145.571548
5247.372437	-146.591263
5247.708893	-147.178680
5248.045349	-150.124390
5248.381805	-148.453293
5248.718262	-148.473251
5249.054718	-154.314651
5249.391174	-147.083679
5249.727631	-143.369171
5250.064087	-143.115128
5250.400543	-145.195648
5250.737000	-147.007797
5251.073456	-145.002258
5251.409912	-145.653351
5251.746368	-147.531738
5252.082825	-148.665009
5252.419281	-144.802124
5252.755737	-148.056137
5253.092194	-143.697708
5253.428650	-143.470016
5253.765106	-143.588135
5254.101562	-144.957520
5254.438019	-144.722061
5254.774475	-145.251953
5255.110931	-147.132446
5255.447388	-146.781586
5255.783844	-146.070221
5256.120300	-146.011032
5256.456757	-146.589905
5256.793213	-148.569016
5257.129669	-150.858017
5257.466125	-141.924469
5257.802582	-141.031296
5258.139038	-144.443756
5258.475494	-144.563995
5258.811951	-142.600418
5259.148407	-140.796021
5259.484863	-141.638321
5259.821320	-141.380753
5260.157776	-142.083923
5260.494232	-142.299393
5260.830688	-140.567810
5261.167145	-142.957291
5261.503601	-143.528656
5261.840057	-142.720795
5262.176514	-141.703110
5262.512970	-141.326675
5262.849426	-141.443863
5263.185883	-144.960159
5263.522339	-144.904282
5263.858795	-142.544449
5264.195251	-143.437515
5264.531708	-142.857910
5264.868164	-146.251892
5265.204620	-146.314438
5265.541077	-145.454453
5265.877533	-144.776260
5266.213989	-149.147095
5266.550446	-145.703354
5266.886902	-146.117935
5267.223358	-147.201904
5267.559814	-148.119736
5267.896271	-148.466644
5268.232727	-144.725601
5268.569183	-141.201843
5268.905640	-141.698029
5269.242096	-143.402893
5269.578552	-149.580505
5269.915009	-150.097321
5270.251465	-147.755264
5270.587921	-148.040863
5270.924377	-146.017426
5271.260834	-144.212616
5271.597290	-142.000351
5271.933746	-144.107544
5272.270203	-149.758865
5272.606659	-144.505386
5272.943115	-141.967636
5273.279572	-144.710953
5273.616028	-144.187500
5273.952484	-147.638077
5274.288940	-145.756638
5274.625397	-145.978409
5274.961853	-144.573151
5275.298309	-143.990829
5275.634766	-146.125336
5275.971222	-146.266647
5276.307678	-145.172180
5276.644135	-143.585342
5276.980591	-144.551605
5277.317047	-146.966690
5277.653503	-144.885361
5277.989960	-143.246323
5278.326416	-143.834381
5278.662872	-147.850952
5278.999329	-146.555634
5279.335785	-143.406158
5279.672241	-141.842728
5280.008698	-142.599625
5280.345154	-140.435074
5280.681610	-142.089462
5281.018066	-144.974304
5281.354523	-141.177170
5281.690979	-142.058548
5282.027435	-141.205154
5282.363892	-143.397949
5282.700348	-143.601852
5283.036804	-143.494263
5283.373260	-145.318573
5283.709717	-147.529572
5284.046173	-150.523148
5284.382629	-146.234116
5284.719086	-143.509064
5285.055542	-146.160004
5285.391998	-143.737381
5285.728455	-148.628067
5286.064911	-144.253830
5286.401367	-142.776840
5286.737823	-142.952621
5287.074280	-146.631104
5287.410736	-146.062927
5287.747192	-149.453827
5288.083649	-148.919556
5288.420105	-146.153076
5288.756561	-142.792953
5289.093018	-143.207108
5289.429474	-146.019577
5289.765930	-146.328262
5290.102386	-145.968918
5290.438843	-147.124222
5290.775299	-148.837677
5291.111755	-144.651474
5291.448212	-144.799927
5291.784668	-145.090729
5292.121124	-147.640305
5292.457581	-145.908051
5292.794037	-144.059006
5293.130493	-142.722931
5293.466949	-142.105286
5293.803406	-143.262787
5294.139862	-144.657883
5294.476318	-146.703476
5294.812775	-145.293045
5295.149231	-142.215057
5295.485687	-142.882477
5295.822144	-143.529587
5296.158600	-141.378738
5296.495056	-144.529388
5296.831512	-146.138550
5297.167969	-145.156342
5297.504425	-144.168732
5297.840881	-148.836060
5298.177338	-144.882080
5298.513794	-144.207352
5298.850250	-145.777954
5299.186707	-146.187851
5299.523163	-150.134216
5299.859619	-146.077988
5300.196075	-144.061783
5300.532532	-146.013718
5300.868988	-144.172348
5301.205444	-143.965775
5301.541901	-142.327637
5301.878357	-146.623367
5302.214813	-147.624481
5302.551270	-145.519440
5302.887726	-143.197098
5303.224182	-144.508057
5303.560638	-145.836975
5303.897095	-146.204727
5304.233551	-146.865097
5304.570007	-146.098740
5304.906464	-142.681717
5305.242920	-145.064423
5305.579376	-146.716171
5305.915833	-145.056625
5306.252289	-145.238358
5306.588745	-146.735046
5306.925201	-144.431946
5307.261658	-142.681595
5307.598114	-143.931961
5307.934570	-147.170380
5308.271027	-145.073318
5308.607483	-143.405075
5308.943939	-146.256699
5309.280396	-144.265594
5309.616852	-141.469528
5309.953308	-143.014343
5310.289764	-146.308258
5310.626221	-142.459717
5310.962677	-138.952423
5311.299133	-142.371216
5311.635590	-143.993713
5311.972046	-146.600235
5312.308502	-147.156433
5312.644958	-148.350128
5312.981415	-145.275848
5313.317871	-143.902588
5313.654327	-146.363770
5313.990784	-143.324402
5314.327240	-145.181076
5314.663696	-148.202972
5315.000153	-142.433746
5315.336609	-141.277756
5315.673065	-145.535172
5316.009521	-144.506851
5316.345978	-145.555435
5316.682434	-144.897720
5317.018890	-145.274887
5317.355347	-148.974182
5317.691803	-145.166458
5318.028259	-145.193344
5318.364716	-145.874420
5318.701172	-142.346268
5319.037628	-143.419662
5319.374084	-144.082489
5319.710541	-144.049271
5320.046997	-150.950043
5320.383453	-146.741974
5320.719910	-144.954269
5321.056366	-146.062607
5321.392822	-148.495148
5321.729279	-149.248062
5322.065735	-144.612503
5322.402191	-144.023987
5322.738647	-146.853348
5323.075104	-144.594147
5323.411560	-142.799622
5323.748016	-139.258835
5324.084473	-143.382492
5324.420929	-142.844559
5324.757385	-147.428574
5325.093842	-146.014999
5325.430298	-143.729599
5325.766754	-143.705765
5326.103210	-147.936798
5326.439667	-143.618011
5326.776123	-143.055679
5327.112579	-147.141327
5327.449036	-151.259674
5327.785492	-145.402283
5328.121948	-142.071381
5328.458405	-141.477921
5328.794861	-143.948212
5329.131317	-148.101028
5329.467773	-144.691284
5329.804230	-143.128586
5330.140686	-142.204910
5330.477142	-144.890610
5330.813599	-146.787476
5331.150055	-145.933884
5331.486511	-148.270157
5331.822968	-145.590439
5332.159424	-144.125137
5332.495880	-143.590744
5332.832336	-144.863235
5333.168793	-145.744720
5333.505249	-150.649948
5333.841705	-149.241577
5334.178162	-147.954803
5334.514618	-146.523056
5334.851074	-143.299194
5335.187531	-143.808167
5335.523987	-142.018387
5335.860443	-145.163055
5336.196899	-145.715088
5336.533356	-142.765854
5336.869812	-143.166718
5337.206268	-147.075439
5337.542725	-144.854614
5337.879181	-144.569031
5338.215637	-143.498840
5338.552094	-145.302658
5338.888550	-141.346832
5339.225006	-140.864288
5339.561462	-143.554672
5339.897919	-141.551910
5340.234375	-139.965485
5340.570831	-145.742462
5340.907288	-145.535004
5341.243744	-144.160934
5341.580200	-144.068832
5341.916656	-145.903259
5342.253113	-144.886749
5342.589569	-145.744888
5342.926025	-141.179077
5343.262482	-140.571259
5343.598938	-143.068695
5343.935394	-143.432053
5344.271851	-142.921677
5344.608307	-152.927551
5344.944763	-145.830948
5345.281219	-148.223679
5345.617676	-144.564606
5345.954132	-143.951752
5346.290588	-147.017426
5346.627045	-145.572556
5346.963501	-141.778152
5347.299957	-142.296143
5347.636414	-148.175522
5347.972870	-150.288498
5348.309326	-145.585617
5348.645782	-141.401489
5348.982239	-142.501511
5349.318695	-145.141800
5349.655151	-146.813248
5349.991608	-144.323334
5350.328064	-144.276260
5350.664520	-146.390732
5351.000977	-142.683105
5351.337433	-141.703644
5351.673889	-147.483383
5352.010345	-143.438782
5352.346802	-142.351456
5352.683258	-141.858932
5353.019714	-143.021652
5353.356171	-144.224075
5353.692627	-143.401398
5354.029083	-141.532028
5354.365540	-138.956314
5354.701996	-140.707199
5355.038452	-141.702530
5355.374908	-145.737762
5355.711365	-145.492706
5356.047821	-144.639740
5356.384277	-146.691376
5356.720734	-143.955811
5357.057190	-146.533218
5357.393646	-144.813629
5357.730103	-143.725601
5358.066559	-148.958725
5358.403015	-142.349091
5358.739471	-142.990341
5359.075928	-147.695526
5359.412384	-145.045181
5359.748840	-146.829285
5360.085297	-145.242035
5360.421753	-143.162781
5360.758209	-146.360077
5361.094666	-145.540955
5361.431122	-144.587448
5361.767578	-142.761246
5362.104034	-145.341705
5362.440491	-146.759277
5362.776947	-142.694855
5363.113403	-144.028488
5363.449860	-145.388992
5363.786316	-145.131897
5364.122772	-146.693573
5364.459229	-146.424271
5364.795685	-147.379883
5365.132141	-145.013992
5365.468597	-147.853760
5365.805054	-150.840881
5366.141510	-147.313492
5366.477966	-150.248154
5366.814423	-145.295868
5367.150879	-143.087601
5367.487335	-142.356049
5367.823792	-140.083130
5368.160248	-144.562851
5368.496704	-146.210953
5368.833160	-146.357132
5369.169617	-144.754822
5369.506073	-142.099136
5369.842529	-144.355255
5370.178986	-145.351425
5370.515442	-143.180618
5370.851898	-144.668304
5371.188354	-147.388947
5371.524811	-143.350296
5371.861267	-142.043716
5372.197723	-144.192413
5372.534180	-142.578186
5372.870636	-145.505005
5373.207092	-144.892319
5373.543549	-145.105682
5373.880005	-148.811295
5374.216461	-147.673065
5374.552917	-145.594269
5374.889374	-146.015945
5375.225830	-148.618073
5375.562286	-147.097260
5375.898743	-151.209686
5376.235199	-153.205948
5376.571655	-146.729507
5376.908112	-144.138199
5377.244568	-145.447617
5377.581024	-144.701279
5377.917480	-143.433289
5378.253937	-145.921829
5378.590393	-145.387482
5378.926849	-144.079453
5379.263306	-142.824936
5379.599762	-143.667450
5379.936218	-148.586807
5380.272675	-148.273682
5380.609131	-143.053116
5380.945587	-143.818405
5381.282043	-147.251419
5381.618500	-147.824844
5381.954956	-143.968353
5382.291412	-143.201675
5382.627869	-144.635681
5382.964325	-147.479660
5383.300781	-144.620178
5383.637238	-145.367264
5383.973694	-147.242767
5384.310150	-146.391434
5384.646606	-144.365891
5384.983063	-142.559586
5385.319519	-140.953552
5385.655975	-142.194946
5385.992432	-146.607925
5386.328888	-143.797226
5386.665344	-148.395325
5387.001801	-147.773117
5387.338257	-142.322037
5387.674713	-144.996353
5388.011169	-148.454880
5388.347626	-147.949036
5388.684082	-146.444839
5389.020538	-143.776855
5389.356995	-145.301010
5389.693451	-146.143356
5390.029907	-144.099533
5390.366364	-145.755905
5390.702820	-148.027542
5391.039276	-145.695984
5391.375732	-142.768250
5391.712189	-143.113205
5392.048645	-145.699234
5392.385101	-147.302475
5392.721558	-152.907547
5393.058014	-144.655060
5393.394470	-142.287170
5393.730927	-146.071320
5394.067383	-151.451813
5394.403839	-145.064072
5394.740295	-142.751877
5395.076752	-146.478134
5395.413208	-147.619186
5395.749664	-144.586502
5396.086121	-143.297379
5396.422577	-143.756332
5396.759033	-147.202515
5397.095490	-144.243439
5397.431946	-143.364853
5397.768402	-143.544479
5398.104858	-143.762024
5398.441315	-143.747330
5398.777771	-142.263672
5399.114227	-143.961517
5399.450684	-147.607590
5399.787140	-148.366089
5400.123596	-145.692261
