Frequency (Hz)	Level (dB)
10104.455566	-142.900742
10104.792023	-141.756760
10105.128479	-143.943512
10105.464935	-146.662949
10105.801392	-149.442169
10106.137848	-149.357681
10106.474304	-147.088409
10106.810760	-146.018204
10107.147217	-143.292313
10107.483673	-143.387527
10107.820129	-144.376358
10108.156586	-144.311005
10108.493042	-149.124313
10108.829498	-148.610748
10109.165955	-144.888077
10109.502411	-145.459885
10109.838867	-147.561234
10110.175323	-148.731537
10110.511780	-147.679764
10110.848236	-142.877869
10111.184692	-145.287766
10111.521149	-149.420288
10111.857605	-146.982117
10112.194061	-141.815735
10112.530518	-141.065628
10112.866974	-141.497940
10113.203430	-141.190216
10113.539886	-140.635010
10113.876343	-144.698380
10114.212799	-148.314346
10114.549255	-146.640182
10114.885712	-144.642166
10115.222168	-143.414459
10115.558624	-145.738602
10115.895081	-145.990387
10116.231537	-145.554367
10116.567993	-144.150101
10116.904449	-143.893845
10117.240906	-143.763641
10117.577362	-142.276962
10117.913818	-145.592300
10118.250275	-142.658173
10118.586731	-144.952530
10118.923187	-144.660889
10119.259644	-142.234879
10119.596100	-142.417053
10119.932556	-144.893555
10120.269012	-145.601395
10120.605469	-142.061737
10120.941925	-141.196579
10121.278381	-140.514053
10121.614838	-141.338165
10121.951294	-144.227661
10122.287750	-147.285492
10122.624207	-150.375290
10122.960663	-149.316177
10123.297119	-143.358627
10123.633575	-138.038666
10123.970032	-139.072769
10124.306488	-145.428970
10124.642944	-145.797607
10124.979401	-147.188538
10125.315857	-143.430679
10125.652313	-141.382538
10125.988770	-142.320480
10126.325226	-143.739609
10126.661682	-144.720245
10126.998138	-144.605072
10127.334595	-144.315002
10127.671051	-143.656738
10128.007507	-142.150406
10128.343964	-145.144119
10128.680420	-146.617905
10129.016876	-145.456467
10129.353333	-142.867752
10129.689789	-146.345703
10130.026245	-143.285995
10130.362701	-141.848328
10130.699158	-143.062057
10131.035614	-139.582428
10131.372070	-142.491257
10131.708527	-146.735016
10132.044983	-146.185883
10132.381439	-145.951309
10132.717896	-145.840607
10133.054352	-145.766434
10133.390808	-143.853134
10133.727264	-143.723450
10134.063721	-145.342789
10134.400177	-149.905655
10134.736633	-147.341019
10135.073090	-141.376678
10135.409546	-142.743347
10135.746002	-144.614456
10136.082458	-142.150940
10136.418915	-143.145309
10136.755371	-145.589752
10137.091827	-145.142166
10137.428284	-148.526367
10137.764740	-147.333023
10138.101196	-141.130508
10138.437653	-141.351562
10138.774109	-145.434418
10139.110565	-142.465714
10139.447021	-141.071106
10139.783478	-142.325241
10140.119934	-144.257660
10140.456390	-143.713272
10140.792847	-144.427979
10141.129303	-147.820587
10141.465759	-146.290375
10141.802216	-142.724976
10142.138672	-143.438049
10142.475128	-143.054306
10142.811584	-143.388611
10143.148041	-144.660446
10143.484497	-145.442368
10143.820953	-143.797485
10144.157410	-140.733749
10144.493866	-140.647369
10144.830322	-142.942139
10145.166779	-145.918564
10145.503235	-145.965485
10145.839691	-146.023758
10146.176147	-144.595688
10146.512604	-145.076950
10146.849060	-147.855957
10147.185516	-145.341888
10147.521973	-144.120682
10147.858429	-143.236008
10148.194885	-144.500565
10148.531342	-146.886414
10148.867798	-147.022079
10149.204254	-145.322632
10149.540710	-149.780579
10149.877167	-145.353317
10150.213623	-146.698959
10150.550079	-145.441055
10150.886536	-150.004211
10151.222992	-147.798050
10151.559448	-147.276749
10151.895905	-146.558426
10152.232361	-145.245667
10152.568817	-146.744522
10152.905273	-148.338516
10153.241730	-146.899902
10153.578186	-146.539719
10153.914642	-145.310883
10154.251099	-145.319000
10154.587555	-146.078140
10154.924011	-144.429428
10155.260468	-143.312881
10155.596924	-144.573608
10155.933380	-145.717789
10156.269836	-144.355209
10156.606293	-148.349762
10156.942749	-145.786163
10157.279205	-145.000275
10157.615662	-144.089584
10157.952118	-142.952301
10158.288574	-143.221634
10158.625031	-146.267075
10158.961487	-146.917145
10159.297943	-143.330231
10159.634399	-144.318192
10159.970856	-145.513611
10160.307312	-144.430359
10160.643768	-144.284958
10160.980225	-142.558380
10161.316681	-141.176132
10161.653137	-144.637619
10161.989594	-144.912140
10162.326050	-143.637466
10162.662506	-144.066895
10162.998962	-145.497467
10163.335419	-143.158371
10163.671875	-142.720917
10164.008331	-144.211700
10164.344788	-146.780853
10164.681244	-144.264160
10165.017700	-143.392746
10165.354156	-142.129425
10165.690613	-143.578583
10166.027069	-146.206696
10166.363525	-147.052948
10166.699982	-145.917328
10167.036438	-148.126556
10167.372894	-146.937057
10167.709351	-143.913361
10168.045807	-144.013580
10168.382263	-143.477249
10168.718719	-143.859100
10169.055176	-144.203934
10169.391632	-143.363174
10169.728088	-141.863464
10170.064545	-142.889877
10170.401001	-145.638458
10170.737457	-144.484360
10171.073914	-144.377609
10171.410370	-142.593231
10171.746826	-143.413437
10172.083282	-144.089233
10172.419739	-143.066620
10172.756195	-145.719162
10173.092651	-148.269089
10173.429108	-142.707855
10173.765564	-141.636215
10174.102020	-143.183823
10174.438477	-145.010635
10174.774933	-144.350067
10175.111389	-144.269455
10175.447845	-144.473328
10175.784302	-145.455734
10176.120758	-146.377701
10176.457214	-143.323318
10176.793671	-142.116608
10177.130127	-144.081680
10177.466583	-142.163986
10177.803040	-141.906128
10178.139496	-145.239807
10178.475952	-145.412476
10178.812408	-145.514984
10179.148865	-143.235443
10179.485321	-141.748444
10179.821777	-143.119415
10180.158234	-143.583527
10180.494690	-140.753754
10180.831146	-141.498993
10181.167603	-145.285202
10181.504059	-143.141632
10181.840515	-141.537903
10182.176971	-147.466446
10182.513428	-144.414795
10182.849884	-143.008881
10183.186340	-149.382629
10183.522797	-147.698486
10183.859253	-144.947617
10184.195709	-141.489532
10184.532166	-141.211426
10184.868622	-144.698212
10185.205078	-147.857025
10185.541534	-146.783966
10185.877991	-143.861893
10186.214447	-144.148315
10186.550903	-143.959717
10186.887360	-142.717026
10187.223816	-144.075470
10187.560272	-148.218582
10187.896729	-149.657806
10188.233185	-146.782471
10188.569641	-146.042191
10188.906097	-144.687592
10189.242554	-145.620377
10189.579010	-143.603195
10189.915466	-146.991119
10190.251923	-147.957504
10190.588379	-149.181427
10190.924835	-146.919464
10191.261292	-144.282837
10191.597748	-144.303986
10191.934204	-145.160034
10192.270660	-144.505493
10192.607117	-146.509399
10192.943573	-147.993164
10193.280029	-144.913269
10193.616486	-144.768524
10193.952942	-141.619507
10194.289398	-143.762070
10194.625854	-147.332947
10194.962311	-147.364258
10195.298767	-144.174805
10195.635223	-141.399948
10195.971680	-143.269730
10196.308136	-147.914246
10196.644592	-143.884232
10196.981049	-143.958496
10197.317505	-144.901962
10197.653961	-147.130127
10197.990417	-148.061310
10198.326874	-144.301605
10198.663330	-143.656631
10198.999786	-145.313293
10199.336243	-146.603607
10199.672699	-145.634644
10200.009155	-145.828583
10200.345612	-145.145218
10200.682068	-145.721436
10201.018524	-147.925827
10201.354980	-142.536697
10201.691437	-142.949829
10202.027893	-141.920776
10202.364349	-149.613266
10202.700806	-155.518936
10203.037262	-149.605042
10203.373718	-147.625137
10203.710175	-146.551804
10204.046631	-143.334412
10204.383087	-142.633469
10204.719543	-142.375687
10205.056000	-141.636887
10205.392456	-141.719070
10205.728912	-144.085510
10206.065369	-146.743744
10206.401825	-147.759628
10206.738281	-142.416153
10207.074738	-144.475021
10207.411194	-149.581711
10207.747650	-144.218170
10208.084106	-142.804474
10208.420563	-146.273163
10208.757019	-146.710190
10209.093475	-148.245621
10209.429932	-144.675766
10209.766388	-147.322983
10210.102844	-147.468246
10210.439301	-143.063171
10210.775757	-141.834793
10211.112213	-142.581116
10211.448669	-144.941345
10211.785126	-147.612198
10212.121582	-145.842560
10212.458038	-143.889069
10212.794495	-145.718552
10213.130951	-140.782059
10213.467407	-143.482925
10213.803864	-154.921295
10214.140320	-149.619308
10214.476776	-145.713867
10214.813232	-144.587067
10215.149689	-144.865295
10215.486145	-146.430496
10215.822601	-151.738724
10216.159058	-143.341690
10216.495514	-142.836456
10216.831970	-152.971985
10217.168427	-146.940750
10217.504883	-147.519516
10217.841339	-146.091507
10218.177795	-144.679657
10218.514252	-144.430237
10218.850708	-147.251740
10219.187164	-148.601105
10219.523621	-146.142578
10219.860077	-145.198242
10220.196533	-147.584579
10220.532990	-148.835052
10220.869446	-144.009048
10221.205902	-142.916611
10221.542358	-144.683060
10221.878815	-143.194962
10222.215271	-142.993362
10222.551727	-141.625946
10222.888184	-145.376862
10223.224640	-145.094070
10223.561096	-144.572388
10223.897552	-146.594009
10224.234009	-142.585297
10224.570465	-147.042618
10224.906921	-145.406372
10225.243378	-149.586227
10225.579834	-150.946121
10225.916290	-149.261734
10226.252747	-144.943558
10226.589203	-147.931839
10226.925659	-145.429047
10227.262115	-148.223450
10227.598572	-147.242004
10227.935028	-148.805191
10228.271484	-144.703033
10228.607941	-142.888428
10228.944397	-143.992889
10229.280853	-142.284531
10229.617310	-143.768478
10229.953766	-145.004425
10230.290222	-148.752182
10230.626678	-148.258728
10230.963135	-145.341507
10231.299591	-144.623520
10231.636047	-145.080078
10231.972504	-146.576355
10232.308960	-149.250656
10232.645416	-146.180069
10232.981873	-145.356705
10233.318329	-146.199860
10233.654785	-144.630386
10233.991241	-145.496552
10234.327698	-144.391556
10234.664154	-142.235916
10235.000610	-142.902634
10235.337067	-144.048920
10235.673523	-144.705200
10236.009979	-146.985611
10236.346436	-145.765518
10236.682892	-144.489120
10237.019348	-144.994095
10237.355804	-143.893875
10237.692261	-144.633041
10238.028717	-141.869766
10238.365173	-140.467361
10238.701630	-144.601257
10239.038086	-144.776382
10239.374542	-147.118851
10239.710999	-144.809479
10240.047455	-143.761642
10240.383911	-144.228760
10240.720367	-144.136993
10241.056824	-143.140533
10241.393280	-144.793320
10241.729736	-143.780121
10242.066193	-143.372162
10242.402649	-143.258850
10242.739105	-145.308289
10243.075562	-143.089996
10243.412018	-142.294388
10243.748474	-147.456421
10244.084930	-147.880173
10244.421387	-145.054718
10244.757843	-146.059525
10245.094299	-146.493683
10245.430756	-145.820496
10245.767212	-143.234253
10246.103668	-142.616257
10246.440125	-142.867264
10246.776581	-145.573685
10247.113037	-145.317001
10247.449493	-143.976242
10247.785950	-145.784393
10248.122406	-143.868454
10248.458862	-142.331940
10248.795319	-141.700745
10249.131775	-145.567856
10249.468231	-145.035599
10249.804688	-146.491562
10250.141144	-147.356964
10250.477600	-146.803207
10250.814056	-145.001831
10251.150513	-143.446121
10251.486969	-148.191452
10251.823425	-149.452560
10252.159882	-146.171356
10252.496338	-147.194565
10252.832794	-143.588684
10253.169250	-143.097733
10253.505707	-147.491455
10253.842163	-143.543564
10254.178619	-142.988251
10254.515076	-143.633453
10254.851532	-143.706100
10255.187988	-147.436813
10255.524445	-144.763168
10255.860901	-144.759018
10256.197357	-147.623123
10256.533813	-145.809448
10256.870270	-141.553131
10257.206726	-140.404755
10257.543182	-146.137177
10257.879639	-142.457504
10258.216095	-142.338913
10258.552551	-144.836624
10258.889008	-144.023590
10259.225464	-142.134842
10259.561920	-142.648392
10259.898376	-144.663910
10260.234833	-144.567581
10260.571289	-144.369644
10260.907745	-144.954651
10261.244202	-147.589615
10261.580658	-146.867828
10261.917114	-146.381226
10262.253571	-147.812531
10262.590027	-148.069397
10262.926483	-145.203934
10263.262939	-143.552063
10263.599396	-145.636551
10263.935852	-148.901962
10264.272308	-151.118332
10264.608765	-148.227493
10264.945221	-144.630081
10265.281677	-143.230530
10265.618134	-142.645111
10265.954590	-143.288254
10266.291046	-145.856339
10266.627502	-146.127563
10266.963959	-141.957291
10267.300415	-142.033447
10267.636871	-144.785522
10267.973328	-143.734406
10268.309784	-145.674805
10268.646240	-143.638092
10268.982697	-144.316620
10269.319153	-142.215530
10269.655609	-141.204803
10269.992065	-140.499786
10270.328522	-143.977386
10270.664978	-145.326431
10271.001434	-144.846329
10271.337891	-145.415909
10271.674347	-145.376892
10272.010803	-142.855804
10272.347260	-142.864334
10272.683716	-143.676117
10273.020172	-143.977631
10273.356628	-142.216278
10273.693085	-143.592392
10274.029541	-142.487854
10274.365997	-144.600250
10274.702454	-146.163589
10275.038910	-145.917694
10275.375366	-147.347870
10275.711823	-146.952072
10276.048279	-145.211166
10276.384735	-144.854675
10276.721191	-145.294662
10277.057648	-143.623657
10277.394104	-144.286469
10277.730560	-149.876862
10278.067017	-144.428314
10278.403473	-141.429321
10278.739929	-144.521683
10279.076385	-142.984161
10279.412842	-145.255447
10279.749298	-149.055557
10280.085754	-144.167603
10280.422211	-143.767776
10280.758667	-145.179489
10281.095123	-144.505554
10281.431580	-143.246948
10281.768036	-144.928925
10282.104492	-147.891464
10282.440948	-147.581146
10282.777405	-144.132507
10283.113861	-144.711838
10283.450317	-144.335632
10283.786774	-144.891083
10284.123230	-147.861710
10284.459686	-146.260208
10284.796143	-147.061188
10285.132599	-147.149994
10285.469055	-146.133545
10285.805511	-144.421005
10286.141968	-141.991440
10286.478424	-141.722549
10286.814880	-147.495422
10287.151337	-147.781448
10287.487793	-146.160538
10287.824249	-142.652924
10288.160706	-144.236313
10288.497162	-142.748001
10288.833618	-141.090439
10289.170074	-142.815659
10289.506531	-143.744659
10289.842987	-145.561218
10290.179443	-143.312805
10290.515900	-143.864822
10290.852356	-142.353119
10291.188812	-143.005585
10291.525269	-143.319275
10291.861725	-142.069565
10292.198181	-142.116089
10292.534637	-143.307846
10292.871094	-142.434296
10293.207550	-145.428009
10293.544006	-149.906982
10293.880463	-146.899734
10294.216919	-146.214478
10294.553375	-147.458084
10294.889832	-149.406540
10295.226288	-149.776230
10295.562744	-146.290955
10295.899200	-144.415405
10296.235657	-146.724564
10296.572113	-144.630173
10296.908569	-145.928070
10297.245026	-146.220459
10297.581482	-144.756332
10297.917938	-143.285858
10298.254395	-142.749130
10298.590851	-145.756775
10298.927307	-146.949875
10299.263763	-144.183121
10299.600220	-145.149384
10299.936676	-147.098892
10300.273132	-148.427109
10300.609589	-145.587708
10300.946045	-143.389587
10301.282501	-142.995071
10301.618958	-147.541626
10301.955414	-148.621185
10302.291870	-148.875046
10302.628326	-143.146774
10302.964783	-144.155716
10303.301239	-146.498001
10303.637695	-143.015732
10303.974152	-141.704987
10304.310608	-142.292206
10304.647064	-142.607880
10304.983521	-145.476944
10305.319977	-145.942245
10305.656433	-141.225723
10305.992889	-139.012253
10306.329346	-143.940460
10306.665802	-145.932846
10307.002258	-141.864502
10307.338715	-142.181778
10307.675171	-144.384781
10308.011627	-143.925110
10308.348083	-143.624649
10308.684540	-142.647598
10309.020996	-141.590286
10309.357452	-144.019318
10309.693909	-142.809647
10310.030365	-141.239960
10310.366821	-141.629135
10310.703278	-146.494400
10311.039734	-150.938492
10311.376190	-144.913223
10311.712646	-143.751740
10312.049103	-143.056290
10312.385559	-145.199432
10312.722015	-146.449799
10313.058472	-147.369553
10313.394928	-143.340652
10313.731384	-146.289215
10314.067841	-145.136032
10314.404297	-141.907761
10314.740753	-144.270294
10315.077209	-147.623535
10315.413666	-146.312927
10315.750122	-143.157013
10316.086578	-144.454956
10316.423035	-147.678192
10316.759491	-144.994354
10317.095947	-143.441849
10317.432404	-144.006439
10317.768860	-145.516205
10318.105316	-144.238541
10318.441772	-144.969101
10318.778229	-145.853867
10319.114685	-145.639542
10319.451141	-143.767242
10319.787598	-143.262772
10320.124054	-142.949478
10320.460510	-146.805954
10320.796967	-150.426346
10321.133423	-148.157532
10321.469879	-143.886368
10321.806335	-144.213104
10322.142792	-142.269318
10322.479248	-143.302856
10322.815704	-146.423553
10323.152161	-148.436920
10323.488617	-147.986221
10323.825073	-143.374954
10324.161530	-144.999908
10324.497986	-145.687042
10324.834442	-143.630493
10325.170898	-146.252548
10325.507355	-145.012451
10325.843811	-145.401947
10326.180267	-148.002472
10326.516724	-146.667633
10326.853180	-147.417191
10327.189636	-144.000534
10327.526093	-147.167755
10327.862549	-144.960144
10328.199005	-141.228226
10328.535461	-144.600540
10328.871918	-145.281052
10329.208374	-144.717316
10329.544830	-145.064285
10329.881287	-144.213593
10330.217743	-145.825455
10330.554199	-146.586197
10330.890656	-144.820572
10331.227112	-142.763214
10331.563568	-142.518295
10331.900024	-146.198685
10332.236481	-148.616028
10332.572937	-145.646408
10332.909393	-147.467422
10333.245850	-147.807144
10333.582306	-145.766205
10333.918762	-143.245895
10334.255219	-143.008530
10334.591675	-144.865982
10334.928131	-144.433502
10335.264587	-143.397141
10335.601044	-144.732346
10335.937500	-146.577332
10336.273956	-149.624344
10336.610413	-145.951691
10336.946869	-146.139877
10337.283325	-144.177887
10337.619781	-143.611206
10337.956238	-143.650543
10338.292694	-144.258286
10338.629150	-147.801178
10338.965607	-146.570816
10339.302063	-147.031342
10339.638519	-145.918579
10339.974976	-144.852203
10340.311432	-141.539139
10340.647888	-144.170212
10340.984344	-143.307312
10341.320801	-143.048874
10341.657257	-146.441422
10341.993713	-146.200745
10342.330170	-145.969940
10342.666626	-144.899963
10343.003082	-148.275772
10343.339539	-148.009247
10343.675995	-148.126038
10344.012451	-146.353027
10344.348907	-149.237473
10344.685364	-145.319382
10345.021820	-144.314621
10345.358276	-150.884323
10345.694733	-148.527557
10346.031189	-146.625381
10346.367645	-144.933548
10346.704102	-143.320358
10347.040558	-144.712723
10347.377014	-145.175110
10347.713470	-144.275360
10348.049927	-145.515884
10348.386383	-145.371048
10348.722839	-145.134445
10349.059296	-147.681229
10349.395752	-145.570099
10349.732208	-146.356247
10350.068665	-144.216354
10350.405121	-143.657898
10350.741577	-145.024246
10351.078033	-145.276306
10351.414490	-148.477478
10351.750946	-148.992325
10352.087402	-146.687912
10352.423859	-143.720016
10352.760315	-147.421677
10353.096771	-149.804276
10353.433228	-149.695480
10353.769684	-148.004837
10354.106140	-145.294159
10354.442596	-144.926346
10354.779053	-146.309875
10355.115509	-145.766251
10355.451965	-145.114212
10355.788422	-149.024368
10356.124878	-147.962006
10356.461334	-146.048203
10356.797791	-146.003326
10357.134247	-145.111237
10357.470703	-144.183411
10357.807159	-147.141708
10358.143616	-145.418365
10358.480072	-148.192703
10358.816528	-143.219025
10359.152985	-141.964966
10359.489441	-145.090378
10359.825897	-147.593811
10360.162354	-144.142487
10360.498810	-141.878983
10360.835266	-144.775757
10361.171722	-144.280777
10361.508179	-146.781128
10361.844635	-147.416962
10362.181091	-147.137878
10362.517548	-143.496948
10362.854004	-145.081787
10363.190460	-146.437836
10363.526917	-141.631027
10363.863373	-142.841156
10364.199829	-146.344376
10364.536285	-143.475464
10364.872742	-143.329453
10365.209198	-145.342560
10365.545654	-144.862137
10365.882111	-143.181564
10366.218567	-144.555969
10366.555023	-143.756516
10366.891479	-144.323792
10367.227936	-143.747589
10367.564392	-143.632278
10367.900848	-149.088715
10368.237305	-147.387634
10368.573761	-146.573334
10368.910217	-148.240311
10369.246674	-148.452225
10369.583130	-145.421539
10369.919586	-143.081085
10370.256042	-143.420975
10370.592499	-145.277893
10370.928955	-145.158722
10371.265411	-147.156311
10371.601868	-145.205673
10371.938324	-145.279282
10372.274780	-144.177597
10372.611237	-143.796173
10372.947693	-145.831818
10373.284149	-148.253403
10373.620605	-146.247009
10373.957062	-143.028366
10374.293518	-145.691772
10374.629974	-146.579330
10374.966431	-143.748230
10375.302887	-141.809784
10375.639343	-142.485001
10375.975800	-148.857986
10376.312256	-146.761368
10376.648712	-144.991455
10376.985168	-143.986923
10377.321625	-148.002289
10377.658081	-150.714310
10377.994537	-142.995270
10378.330994	-142.895081
10378.667450	-146.293961
10379.003906	-143.642319
10379.340363	-143.296448
10379.676819	-143.637909
10380.013275	-145.577087
10380.349731	-147.930801
10380.686188	-146.218964
10381.022644	-144.060471
10381.359100	-148.802200
10381.695557	-146.103210
10382.032013	-147.518463
10382.368469	-146.318542
10382.704926	-148.231064
10383.041382	-145.312057
10383.377838	-144.509186
10383.714294	-143.887222
10384.050751	-147.170547
10384.387207	-147.520645
10384.723663	-145.996552
10385.060120	-149.559265
10385.396576	-142.861450
10385.733032	-141.828308
10386.069489	-144.426010
10386.405945	-146.258087
10386.742401	-140.904144
10387.078857	-143.136887
10387.415314	-144.024124
10387.751770	-144.876343
10388.088226	-147.018906
10388.424683	-144.628693
10388.761139	-144.145966
10389.097595	-148.598618
10389.434052	-148.292221
10389.770508	-143.837006
10390.106964	-145.754028
10390.443420	-145.247360
10390.779877	-142.914764
10391.116333	-145.105347
10391.452789	-146.169800
10391.789246	-146.789963
10392.125702	-146.268234
10392.462158	-146.923782
10392.798615	-141.397110
10393.135071	-141.260818
10393.471527	-145.292007
10393.807983	-142.135361
10394.144440	-146.074432
10394.480896	-146.576981
10394.817352	-146.299515
10395.153809	-145.992233
10395.490265	-145.542938
10395.826721	-145.447021
10396.163177	-142.799469
10396.499634	-142.098984
10396.836090	-144.194885
10397.172546	-145.374664
10397.509003	-148.997635
10397.845459	-151.522110
10398.181915	-144.316177
10398.518372	-142.398788
10398.854828	-145.505692
10399.191284	-146.602768
10399.527740	-145.370575
10399.864197	-142.266357
10400.200653	-142.950806
10400.537109	-144.275452
10400.873566	-142.968109
10401.210022	-142.541550
10401.546478	-143.502808
10401.882935	-142.334396
10402.219391	-146.458359
10402.555847	-147.883804
10402.892303	-143.446274
10403.228760	-142.084473
10403.565216	-143.516647
10403.901672	-144.762741
10404.238129	-143.797150
10404.574585	-144.193085
10404.911041	-142.749664
10405.247498	-140.786514
10405.583954	-140.236847
10405.920410	-142.025391
10406.256866	-149.381897
10406.593323	-144.658997
10406.929779	-141.865891
10407.266235	-143.784668
10407.602692	-145.509140
10407.939148	-145.483017
10408.275604	-141.609818
10408.612061	-143.770416
10408.948517	-144.125168
10409.284973	-144.257919
10409.621429	-146.656586
10409.957886	-145.190567
10410.294342	-140.529327
10410.630798	-141.320084
10410.967255	-146.181442
10411.303711	-146.253754
10411.640167	-144.071320
10411.976624	-145.608566
10412.313080	-144.592697
10412.649536	-146.544266
10412.985992	-145.499741
10413.322449	-145.686386
10413.658905	-144.564316
10413.995361	-144.590729
10414.331818	-145.631195
10414.668274	-144.309067
10415.004730	-141.998825
10415.341187	-142.342987
10415.677643	-145.934143
10416.014099	-147.232162
10416.350555	-147.284454
10416.687012	-145.790802
10417.023468	-146.873047
10417.359924	-145.413239
10417.696381	-143.555664
10418.032837	-142.863419
10418.369293	-142.393768
10418.705750	-142.184464
10419.042206	-144.307144
10419.378662	-144.847672
10419.715118	-146.769577
10420.051575	-147.973389
10420.388031	-149.043320
10420.724487	-147.255981
10421.060944	-143.149689
10421.397400	-145.769699
10421.733856	-143.949997
10422.070312	-146.581726
10422.406769	-152.887650
10422.743225	-149.339844
10423.079681	-147.348312
10423.416138	-144.058228
10423.752594	-143.369812
10424.089050	-145.189514
10424.425507	-150.115570
10424.761963	-146.136490
10425.098419	-142.449783
10425.434875	-144.198761
10425.771332	-147.380646
10426.107788	-147.326828
10426.444244	-147.472305
10426.780701	-145.321121
10427.117157	-143.809250
10427.453613	-143.601303
10427.790070	-140.519775
10428.126526	-141.928375
10428.462982	-145.798340
10428.799438	-148.111221
10429.135895	-149.017776
10429.472351	-142.027451
10429.808807	-144.937180
10430.145264	-142.356674
10430.481720	-141.961960
10430.818176	-145.787140
10431.154633	-144.339035
10431.491089	-144.836914
10431.827545	-148.387634
10432.164001	-148.006256
10432.500458	-149.249847
10432.836914	-144.582047
10433.173370	-143.498627
10433.509827	-143.538269
10433.846283	-145.668900
10434.182739	-145.989609
10434.519196	-144.790329
10434.855652	-147.518661
10435.192108	-147.497498
10435.528564	-143.559860
10435.865021	-143.622757
10436.201477	-145.355865
10436.537933	-144.483627
10436.874390	-143.639038
10437.210846	-144.048859
10437.547302	-144.763092
10437.883759	-142.398804
10438.220215	-142.674561
10438.556671	-145.575409
10438.893127	-142.412674
10439.229584	-143.056747
10439.566040	-147.134964
10439.902496	-146.550919
10440.238953	-140.266647
10440.575409	-142.193344
10440.911865	-146.199814
10441.248322	-152.131149
10441.584778	-142.980225
10441.921234	-141.024857
10442.257690	-142.614944
10442.594147	-144.613617
10442.930603	-144.265045
10443.267059	-144.350845
10443.603516	-146.370117
10443.939972	-145.467209
10444.276428	-143.783569
10444.612885	-142.457245
10444.949341	-142.673813
10445.285797	-146.082535
10445.622253	-147.585846
10445.958710	-144.913315
10446.295166	-149.263229
10446.631622	-144.319611
10446.968079	-145.551300
10447.304535	-146.581085
10447.640991	-145.836197
10447.977448	-144.084488
10448.313904	-142.642349
10448.650360	-143.845932
10448.986816	-146.973587
10449.323273	-149.447113
10449.659729	-147.793701
10449.996185	-143.847900
10450.332642	-144.148376
10450.669098	-144.308975
10451.005554	-144.795364
10451.342010	-141.216629
10451.678467	-140.783173
10452.014923	-144.487595
10452.351379	-145.662170
10452.687836	-146.554260
10453.024292	-147.552307
10453.360748	-144.539413
10453.697205	-147.698486
10454.033661	-149.706360
10454.370117	-143.726288
10454.706573	-144.670395
10455.043030	-145.752914
10455.379486	-146.028549
10455.715942	-143.796463
10456.052399	-146.446945
10456.388855	-147.594238
10456.725311	-145.630264
10457.061768	-145.346252
10457.398224	-146.087753
10457.734680	-149.372314
10458.071136	-148.240112
10458.407593	-146.229156
10458.744049	-143.783691
10459.080505	-142.182800
10459.416962	-144.947098
10459.753418	-146.820068
10460.089874	-144.874252
10460.426331	-145.352417
10460.762787	-147.998352
10461.099243	-147.309479
10461.435699	-145.562485
10461.772156	-152.044556
10462.108612	-146.302216
10462.445068	-144.531860
10462.781525	-142.165787
10463.117981	-145.316116
10463.454437	-147.502304
10463.790894	-151.247375
10464.127350	-155.891663
10464.463806	-147.273895
10464.800262	-143.071564
10465.136719	-143.675797
10465.473175	-146.058899
10465.809631	-145.011230
10466.146088	-144.149445
10466.482544	-141.759216
10466.819000	-142.326035
10467.155457	-141.874084
10467.491913	-142.558914
10467.828369	-143.320892
10468.164825	-146.426819
10468.501282	-148.050186
10468.837738	-150.680405
10469.174194	-148.922455
10469.510651	-146.286530
10469.847107	-150.518234
10470.183563	-143.946289
10470.520020	-143.908997
10470.856476	-146.586761
10471.192932	-146.147202
10471.529388	-144.074127
10471.865845	-143.911865
10472.202301	-143.910538
10472.538757	-143.404053
10472.875214	-143.238037
10473.211670	-144.749649
10473.548126	-146.966125
10473.884583	-148.207123
10474.221039	-144.428558
10474.557495	-145.466476
10474.893951	-145.609329
10475.230408	-145.086578
10475.566864	-146.307236
10475.903320	-145.829529
10476.239777	-149.825089
10476.576233	-146.243500
10476.912689	-144.810867
10477.249146	-146.718750
10477.585602	-149.535461
10477.922058	-146.819992
10478.258514	-144.153885
10478.594971	-146.930176
10478.931427	-145.540024
10479.267883	-145.179947
10479.604340	-143.946915
10479.940796	-146.415604
10480.277252	-146.908752
10480.613708	-145.428268
10480.950165	-143.623184
10481.286621	-144.315353
10481.623077	-143.795013
10481.959534	-144.511246
10482.295990	-148.338089
10482.632446	-143.505020
10482.968903	-142.232071
10483.305359	-142.172623
10483.641815	-143.066162
10483.978271	-144.621521
10484.314728	-151.176529
10484.651184	-150.766312
10484.987640	-149.874603
10485.324097	-150.002502
10485.660553	-147.465500
10485.997009	-145.571716
10486.333466	-145.971207
10486.669922	-145.150024
10487.006378	-143.431992
10487.342834	-145.951462
10487.679291	-148.073471
10488.015747	-143.811111
10488.352203	-141.238617
10488.688660	-146.150604
10489.025116	-148.120743
10489.361572	-145.544632
10489.698029	-146.828171
10490.034485	-145.639130
10490.370941	-147.179031
10490.707397	-144.921707
10491.043854	-143.291855
10491.380310	-144.148499
10491.716766	-148.218903
10492.053223	-150.748001
10492.389679	-150.055618
10492.726135	-146.646408
10493.062592	-144.172028
10493.399048	-144.718277
10493.735504	-144.078583
10494.071960	-146.182693
10494.408417	-147.676620
10494.744873	-145.578125
10495.081329	-143.914459
10495.417786	-144.314056
10495.754242	-142.773636
10496.090698	-143.748352
